CID,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
1033,5,계약자,고용,1,9.625698,0,기본,석사,52756000,도시근교,미혼,120,0,4이상,비방문,할인,콜센터,693000,SUV,중
1034,1,계약자,고용,0,3.477741,0,중급,대학졸업,110048400,도시근교,기혼,80,0,1,비방문,설계사독려,콜센터,474000,일반세단,중
1035,3,계약자,고용,0,8.064483,0,기본,대학졸업,41934200,도심,기혼,60,0,2,비방문,설계사독려,자사영업,300000,컴팩트카,중
1036,3,계약자,무직,0,8.495163,0,고급,고졸이하,0,도시근교,기혼,120,3,4이상,비방문,할인,콜센터,923000,일반세단,중
1037,2,계약자,고용,0,7.149288,0,중급,대학졸업,96048700,도시근교,기혼,90,1,4이상,비방문,할인,자사영업,492000,일반세단,소
1038,3,계약자,FALSE,1,4.662111,0,기본,대학졸업,32664500,도시근교,미혼,60,0,4이상,비방문,할인,콜센터,448000,컴팩트카,소
1039,2,피보험자,무직,0,7.450764,0,기본,고졸이하,0,시골,미혼,70,1,2,자주방문,할인,자사영업,50000,일반세단,중
1040,3,계약자,무직,1,2.04573,0,기본,대학졸업,0,도시근교,미혼,70,3,1,비방문,할인,대리점,511000,컴팩트카,중
1041,1,계약자,고용,1,10.325553,0,고급,대학졸업,111750100,시골,기혼,130,0,4이상,비방문,할인,콜센터,81000,일반세단,중
1042,5,계약자,고용,0,8.279823,0,중급,석사,56413500,도시근교,미혼,100,0,3,비방문,할인,자사영업,1340000,일반세단,소
1043,3,계약자,무직,0,8.50593,0,기본,고졸이하,0,도시근교,미혼,80,0,2,비방문,할인,대리점,640000,컴팩트카,중
1044,3,계약자,무직,1,26.562189,0,중급,고졸이하,0,도시근교,미혼,80,0,2,비방문,할인,대리점,451000,컴팩트카,중
1045,5,계약자,고용,0,8.053716,0,기본,고졸이하,68329800,도시근교,기혼,210,0,1,종종,할인,대리점,1103000,고급차,중
1046,5,계약자,고용,1,7.838376,0,기본,고졸이하,54008900,도시근교,기혼,210,0,1,비방문,포인트,대리점,1091000,고급차,대
1047,3,계약자,고용,1,10.573194,1,기본,대학졸업,49248100,시골,기혼,60,0,2,비방문,할인,자사영업,159000,일반세단,중
1048,3,계약자,무직,1,5.70651,0,기본,대학졸업,0,도시근교,미혼,80,0,3,비방문,포인트,대리점,658000,일반세단,중
1049,2,피보험자,고용,0,13.717158,1,기본,대학졸업,96567900,도심,기혼,120,1,2,자주방문,할인,자사영업,518000,SUV,중
1050,3,계약자,고용,0,8.462862,0,기본,대학졸업,27140300,도심,미혼,70,0,2,비방문,할인,자사영업,349000,일반세단,대
1051,3,계약자,무직,1,2.58408,0,기본,대학졸업,0,도시근교,미혼,60,0,1,비방문,설계사독려,인터넷,737000,일반세단,중
1052,3,계약자,고용,0,6.438666,0,중급,대학졸업,30331400,도시근교,기혼,80,0,4이상,비방문,설계사독려,대리점,466000,일반세단,대
1053,3,계약자,고용,1,2.702517,0,기본,대학졸업,29708800,도시근교,기혼,70,1,1,비방문,설계사독려,대리점,379000,일반세단,대
1054,2,계약자,고용,0,10.12098,0,기본,고졸이하,105009300,도심,미혼,130,0,4이상,비방문,없음,인터넷,618000,SUV,중
1055,3,계약자,무직,1,2.820954,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,대리점,582000,일반세단,중
1056,3,계약자,무직,1,8.764338,0,기본,석사,0,도시근교,미혼,120,0,4이상,비방문,설계사독려,자사영업,640000,스포츠카,대
1057,2,계약자,고용,0,5.631141,0,기본,고졸이하,93836600,도시근교,기혼,70,0,4이상,비방문,포인트,인터넷,385000,일반세단,중
1058,4,계약자,고용,0,2.885556,0,기본,고졸이하,74732900,도심,미혼,70,0,1,종종,없음,인터넷,373000,일반세단,중
1059,4,계약자,고용,1,2.896323,0,기본,고졸이하,60481300,도시근교,미혼,70,0,1,비방문,설계사독려,인터넷,411000,컴팩트카,중
1060,3,계약자,고용,0,6.384831,0,기본,고졸이하,63817600,시골,기혼,80,0,4이상,비방문,할인,인터넷,121000,컴팩트카,중
1061,3,계약자,고용,1,2.519478,0,기본,고졸이하,29196200,도시근교,기혼,60,2,1,비방문,포인트,대리점,362000,컴팩트카,소
1062,3,피보험자,무직,0,5.178927,0,중급,고졸이하,0,도심,미혼,160,1,1,자주방문,할인,대리점,704000,SUV,중
1063,3,계약자,무직,0,3.650013,0,중급,대학졸업,0,도시근교,기혼,100,0,1,비방문,할인,자사영업,706000,컴팩트카,중
1064,3,피보험자,휴직,0,2.487177,0,기본,고졸이하,32253100,도시근교,미혼,60,0,1,자주방문,포인트,대리점,368000,컴팩트카,중
1065,3,계약자,무직,1,8.225988,0,기본,고졸이하,0,도시근교,미혼,120,0,4이상,비방문,할인,자사영업,1406000,SUV,중
1066,2,계약자,무직,0,2.616381,0,기본,대학졸업,0,도심,기혼,70,0,1,비방문,할인,대리점,206000,일반세단,중
1067,3,계약자,휴직,0,3.886887,0,중급,고졸이하,17447100,도시근교,미혼,100,0,1,비방문,설계사독려,대리점,719000,일반세단,중
1068,5,피보험자,고용,1,3.596178,0,중급,석사,80114100,도심,기혼,80,0,1,자주방문,설계사독려,인터넷,469000,일반세단,중
1069,2,계약자,무직,1,13.523352,0,기본,박사,0,도시근교,기혼,70,0,2,비방문,설계사독려,인터넷,403000,일반세단,중
1070,2,계약자,고용,1,2.637915,0,기본,고졸이하,98643600,도시근교,기혼,60,1,1,비방문,설계사독려,자사영업,368000,일반세단,중
1071,4,계약자,고용,0,11.542224,0,중급,대학졸업,71792600,도심,기혼,90,0,2,비방문,설계사독려,대리점,476000,컴팩트카,중
1072,2,계약자,무직,0,5.469636,0,기본,대학졸업,0,도시근교,기혼,70,0,4이상,비방문,설계사독려,대리점,403000,컴팩트카,소
1073,4,계약자,휴직,0,4.123761,0,중급,대학졸업,25433100,도시근교,기혼,110,0,1,비방문,포인트,콜센터,587000,일반세단,소
1074,3,계약자,무직,1,3.98379,0,고급,대학졸업,0,도시근교,미혼,120,0,1,비방문,할인,대리점,1005000,컴팩트카,중
1075,4,계약자,고용,1,15.988995,0,기본,대학졸업,50097300,시골,기혼,220,0,4이상,비방문,없음,자사영업,305000,고급차,중
1076,2,피보험자,고용,0,5.318898,0,기본,고졸이하,100835900,도시근교,기혼,60,0,4이상,자주방문,설계사독려,대리점,362000,일반세단,중
1077,2,계약자,고용,0,8.118318,0,기본,고졸이하,92099700,도시근교,기혼,60,1,2,비방문,포인트,자사영업,368000,컴팩트카,중
1078,5,계약자,고용,1,6.718608,0,중급,고졸이하,76316900,도시근교,미혼,80,0,3,비방문,없음,인터넷,462000,일반세단,중
1079,3,계약자,무직,0,10.745466,0,중급,대학졸업,0,도시근교,미혼,100,0,2,비방문,포인트,콜센터,827000,일반세단,중
1080,4,계약자,고용,1,13.943265,0,고급,대학졸업,40664800,도시근교,미혼,120,0,2,비방문,할인,대리점,1325000,일반세단,중
1081,3,계약자,무직,1,2.702517,0,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,할인,대리점,645000,일반세단,소
1082,3,계약자,무직,1,5.566539,0,기본,대학졸업,0,도시근교,기혼,70,0,4이상,비방문,할인,대리점,640000,컴팩트카,소
1083,3,계약자,고용,0,7.978347,0,기본,대학졸업,68909500,시골,기혼,60,0,2,비방문,설계사독려,자사영업,154000,일반세단,중
1084,2,계약자,고용,0,3.2301,0,기본,고졸이하,101838000,도시근교,기혼,70,0,1,비방문,포인트,대리점,587000,컴팩트카,대
1085,2,계약자,고용,0,3.434673,0,중급,고졸이하,107178500,도심,기혼,90,0,1,비방문,설계사독려,대리점,278000,컴팩트카,중
1086,3,계약자,무직,0,6.24486,0,중급,대학졸업,0,도시근교,기혼,80,0,4이상,비방문,설계사독려,대리점,462000,일반세단,소
1087,4,피보험자,고용,1,7.96758,0,기본,대학졸업,36196600,도시근교,기혼,210,0,1,자주방문,없음,자사영업,1114000,고급차,중
1088,3,피보험자,고용,1,7.827609,0,중급,대학졸업,26975300,시골,기혼,100,2,4이상,자주방문,할인,콜센터,46000,일반세단,중
1089,4,계약자,고용,0,5.458869,0,기본,대학졸업,80722400,시골,기혼,70,1,3,비방문,설계사독려,대리점,107000,일반세단,중
1090,3,계약자,무직,1,6.707841,0,중급,대학졸업,0,도시근교,미혼,100,0,4이상,비방문,포인트,대리점,836000,일반세단,소
1091,4,계약자,고용,1,4.791315,0,기본,대학졸업,30410600,도시근교,기혼,120,0,1,비방문,할인,자사영업,978000,SUV,중
1092,3,계약자,고용,0,2.79942,0,기본,박사,36660800,도심,기혼,70,0,1,비방문,설계사독려,콜센터,239000,일반세단,중
1093,4,계약자,고용,1,2.79942,0,기본,고졸이하,64253200,도시근교,미혼,70,0,1,비방문,설계사독려,대리점,397000,일반세단,중
1094,4,계약자,고용,1,7.343094,0,기본,대학졸업,58092100,도심,기혼,60,4,2,비방문,포인트,대리점,360000,일반세단,대
1095,4,계약자,휴직,1,16.710384,0,중급,고졸이하,30934200,도시근교,미혼,90,0,2,비방문,포인트,대리점,486000,컴팩트카,중
1096,3,계약자,무직,0,4.145295,0,기본,대학졸업,0,도시근교,미혼,120,0,1,비방문,할인,대리점,978000,SUV,대
1097,2,계약자,무직,0,8.861241,0,기본,석사,0,도심,기혼,120,0,3,비방문,포인트,인터넷,369000,SUV,중
1098,2,계약자,고용,0,15.095334,1,고급,고졸이하,108224600,시골,기혼,130,0,2,비방문,설계사독려,인터넷,317000,일반세단,중
1099,4,계약자,고용,0,8.559765,0,기본,대학졸업,84456900,시골,기혼,60,0,2,비방문,할인,대리점,112000,일반세단,중
1100,2,피보험자,휴직,0,2.820954,0,기본,대학졸업,15626600,도심,미혼,70,0,1,자주방문,할인,대리점,353000,컴팩트카,대
1101,2,계약자,무직,1,3.154731,0,중급,대학졸업,0,시골,기혼,90,0,1,비방문,설계사독려,콜센터,247000,일반세단,중
1102,1,계약자,고용,1,3.090129,0,기본,대학졸업,124491400,도심,기혼,70,1,1,비방문,설계사독려,인터넷,279000,일반세단,중
1103,2,계약자,무직,0,5.16816,0,기본,대학졸업,0,도시근교,기혼,70,0,4이상,비방문,할인,대리점,385000,컴팩트카,소
1104,2,피보험자,무직,0,2.487177,0,기본,고졸이하,0,도시근교,기혼,60,0,1,자주방문,할인,콜센터,368000,일반세단,중
1105,3,계약자,무직,1,43.541748,0,중급,대학졸업,0,도시근교,미혼,140,0,2,비방문,할인,콜센터,1471000,SUV,중
1106,2,계약자,고용,0,9.58263,0,기본,대학졸업,110721600,도시근교,미혼,120,0,4이상,비방문,할인,대리점,658000,SUV,중
1107,4,계약자,고용,0,4.769781,1,기본,고졸이하,77431200,도심,기혼,120,0,1,비방문,할인,대리점,375000,SUV,중
1108,3,계약자,고용,1,4.069926,0,중급,대학졸업,61563700,시골,기혼,100,0,1,비방문,포인트,자사영업,96000,일반세단,중
1109,3,계약자,고용,0,35.380362,0,고급,고졸이하,65947200,시골,기혼,130,0,2,비방문,없음,대리점,249000,컴팩트카,중
1110,4,계약자,휴직,1,38.610462,0,중급,고졸이하,34865600,도시근교,미혼,140,0,2,비방문,할인,대리점,717000,SUV,소
1111,3,계약자,고용,0,2.767119,1,기본,석사,46251700,시골,미혼,70,0,1,비방문,설계사독려,인터넷,53000,일반세단,중
1112,5,계약자,고용,0,11.477622,0,중급,대학졸업,80160300,도심,기혼,150,0,4이상,비방문,할인,대리점,529000,SUV,중
1113,3,계약자,휴직,1,4.769781,0,기본,대학졸업,24141700,도시근교,기혼,130,0,1,비방문,할인,자사영업,937000,SUV,중
1114,5,피보험자,고용,0,27.638889,0,기본,대학졸업,87970300,도시근교,기혼,120,1,2,자주방문,할인,대리점,634000,SUV,중
1115,5,계약자,고용,1,7.203123,1,중급,고졸이하,75320300,도시근교,기혼,80,0,4이상,비방문,설계사독려,대리점,740000,컴팩트카,중
1116,3,피보험자,고용,0,17.507142,0,중급,고졸이하,28031300,시골,기혼,150,0,2,자주방문,포인트,자사영업,121000,스포츠카,중
1117,3,계약자,무직,0,12.737361,0,중급,대학졸업,0,도시근교,미혼,90,0,2,비방문,설계사독려,대리점,756000,일반세단,중
1118,4,계약자,고용,1,8.872008,0,기본,석사,64594200,도시근교,기혼,110,0,3,비방문,포인트,인터넷,611000,스포츠카,중
1119,3,계약자,고용,1,9.561096,0,기본,고졸이하,40350200,도심,미혼,130,0,3,비방문,설계사독려,콜센터,455000,스포츠카,소
1120,4,계약자,휴직,0,4.705179,0,고급,대학졸업,33940500,도시근교,기혼,130,0,1,비방문,포인트,인터넷,670000,컴팩트카,중
1121,3,계약자,무직,0,2.390274,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,설계사독려,콜센터,864000,일반세단,중
1122,4,계약자,FALSE,1,11.208447,1,기본,고졸이하,26738800,도시근교,미혼,110,1,2,비방문,할인,자사영업,647000,SUV,중
1123,2,계약자,무직,1,4.479072,0,기본,고졸이하,0,도시근교,미혼,70,3,3,비방문,할인,자사영업,397000,일반세단,중
1124,5,계약자,고용,0,13.297245,0,기본,석사,88893200,도시근교,미혼,110,0,2,비방문,포인트,콜센터,605000,SUV,중
1125,3,계약자,고용,1,3.66078,0,중급,고졸이하,38239300,시골,기혼,90,1,1,비방문,포인트,대리점,238000,일반세단,중
1126,3,계약자,FALSE,0,3.682314,0,중급,석사,15402200,도시근교,기혼,90,0,1,비방문,없음,콜센터,650000,컴팩트카,소
1127,4,피보험자,휴직,1,9.614931,0,기본,대학졸업,38514300,도시근교,미혼,130,0,4이상,자주방문,할인,대리점,700000,SUV,대
1128,4,피보험자,고용,1,11.682195,0,중급,대학졸업,89485000,시골,기혼,100,5,2,자주방문,없음,자사영업,22000,컴팩트카,중
1129,1,계약자,고용,0,4.705179,0,기본,고졸이하,121314600,시골,기혼,110,0,1,비방문,설계사독려,자사영업,317000,SUV,대
1130,4,피보험자,고용,1,8.527464,0,중급,고졸이하,41484300,도시근교,기혼,110,0,4이상,자주방문,설계사독려,대리점,587000,일반세단,중
1131,3,피보험자,무직,1,8.344425,0,기본,대학졸업,0,도시근교,미혼,130,0,3,자주방문,포인트,대리점,1135000,SUV,중
1132,2,피보험자,무직,0,2.411808,0,기본,대학졸업,0,도시근교,미혼,60,0,1,자주방문,할인,대리점,385000,일반세단,중
1133,3,계약자,무직,1,10.067145,0,중급,대학졸업,0,도시근교,미혼,150,0,4이상,비방문,할인,자사영업,1200000,SUV,대
1134,4,계약자,고용,0,3.76845,0,중급,대학졸업,49270100,도시근교,미혼,90,0,1,비방문,할인,자사영업,522000,컴팩트카,대
1135,3,피보험자,FALSE,1,5.534238,0,중급,대학졸업,35626800,도시근교,미혼,80,1,4이상,자주방문,할인,자사영업,451000,일반세단,중
1136,3,계약자,무직,1,3.98379,0,기본,대학졸업,0,도시근교,미혼,120,0,1,비방문,할인,대리점,969000,SUV,소
1137,4,계약자,휴직,1,7.063152,0,중급,대학졸업,28887100,도시근교,기혼,90,0,4이상,비방문,포인트,대리점,510000,일반세단,중
1138,4,계약자,휴직,0,3.563877,0,중급,고졸이하,36260400,도시근교,기혼,90,0,1,비방문,포인트,대리점,565000,일반세단,중
1139,4,계약자,FALSE,0,17.55021,1,중급,석사,25927000,도시근교,기혼,90,0,2,비방문,설계사독려,대리점,709000,컴팩트카,중
1140,3,계약자,무직,0,15.762888,1,중급,대학졸업,0,도시근교,미혼,160,0,2,비방문,할인,콜센터,824000,SUV,중
1141,2,계약자,고용,0,6.158724,0,기본,대학졸업,102637700,도시근교,기혼,70,0,4이상,비방문,없음,자사영업,421000,일반세단,대
1142,2,계약자,무직,1,2.627148,0,기본,대학졸업,0,시골,기혼,70,0,1,비방문,설계사독려,자사영업,153000,일반세단,중
1143,3,계약자,무직,1,14.018634,1,중급,석사,0,도시근교,미혼,140,0,2,비방문,할인,대리점,1112000,SUV,소
1144,5,계약자,고용,0,6.643239,0,중급,고졸이하,80480400,도시근교,기혼,80,0,4이상,비방문,설계사독려,자사영업,607000,일반세단,소
1145,2,계약자,고용,1,6.287928,1,기본,고졸이하,107179600,도심,기혼,70,0,4이상,비방문,설계사독려,대리점,347000,일반세단,대
1146,5,계약자,고용,0,10.734699,0,중급,대학졸업,75984700,도시근교,기혼,90,0,2,비방문,할인,자사영업,667000,일반세단,소
1147,3,계약자,무직,0,3.466974,0,중급,고졸이하,0,도시근교,미혼,100,1,1,비방문,포인트,대리점,809000,일반세단,소
1148,4,계약자,고용,1,15.676752,0,기본,고졸이하,53218000,도심,기혼,80,0,2,비방문,없음,인터넷,370000,일반세단,중
1149,4,계약자,고용,0,9.722601,0,기본,고졸이하,39661600,도시근교,기혼,130,0,4이상,비방문,포인트,인터넷,996000,SUV,중
